,Reservoir_Size,State_noise,Sprectral_radius,Rmse_validation,Rmse_tr
84,878.4848484848484,0.5,1.3,0.10053400264203194,0.044741858816898024
85,888.5858585858585,0.5,1.3,0.10302252949799572,0.044741858816898024
86,898.6868686868686,0.5,1.3,0.11290507458690453,0.044741858816898024
87,908.7878787878788,0.5,1.3,0.1047237396475544,0.044741858816898024
88,918.8888888888888,0.5,1.3,0.1202025541063178,0.044741858816898024
89,928.989898989899,0.5,1.3,0.09943826500675876,0.044741858816898024
90,939.090909090909,0.5,1.3,0.10751196093637107,0.044741858816898024
91,949.1919191919192,0.5,1.3,0.10569073295015446,0.044741858816898024
92,959.2929292929292,0.5,1.3,0.10497167090824064,0.044741858816898024
93,969.3939393939394,0.5,1.3,0.10997603596948455,0.044741858816898024
94,979.4949494949494,0.5,1.3,0.11240211690636209,0.044741858816898024
95,989.5959595959596,0.5,1.3,0.11045748665961343,0.044741858816898024
96,999.6969696969696,0.5,1.3,0.10946471356355929,0.044741858816898024
97,1009.7979797979797,0.5,1.3,0.11413375326329919,0.044741858816898024
98,1019.8989898989898,0.5,1.3,0.11228642352323218,0.044741858816898024
99,1030.0,0.5,1.3,0.1108213534337271,0.044741858816898024
